Bike Type,Age Range,Wheel Size,Number of Speeds,Brake Style,Frame Material,Suspension Type,Review,review_word_count,Has_Relevant_Attribute_Info,Attribute_Related_Content,Synthesized_Customer_Needs
0,3,3,4,3,0,0,"Got this bike.  Was excited initially.  But then after assembly, I found that the chain would rub against the cage except for one combination of gears.  Not sure what should I do.  Take it to a dealer and get it fixed but should not be needing to do that on a brand new bike.<br /><br />Also bike had a big dent when it arrived even though package was intact.  I would stick to Schwinn and other ""real"" bicycle manufacturers!",79,Yes,"Bike Type: Mountain Bikes
Frame Material: Aluminum","The bicycle should be suitable for mountain biking.
The bicycle should have a durable frame.
The bicycle should be lightweight."
1,3,2,4,3,0,0,"Great bike.... Love it... as you can see i customized it. Added the bike seat, the rain guards, put a few reflector stickers in red on it and some bike lights on the tires that i usually put red when i ride at night.<br /><br />Aside from that, set up is pretty easy for someone who doesn't know too much about bikes lol. For the most part instructions are easy to follow. I can say make sure you know which is the left and right pedal when installing. I had on the wrong sides which cost me half an hr. Also there are two blots with a long screw you dont need. I miss read the instructions and thought i had to put it in the front tire. (You Dont lol) It Does max speed of 35mph as stated. Im 225 lbs and can go a easy 33mph. Down hill or down the Williamsburg bridge i hit 45mph.<br /><br />Also to use throttle mode set assistant level indicator to 0 on the lcd display by pressing down. Pedal assist works great.<br /><br />Few down sides.<br />#1 On the description of the battery it says throttle mode gives you about 22 miles as i posted the picture above. Thats not true. I ride from Rikers Island to lower Manhattan which is give or take 10 miles on bike depending on your route. When im riding on a full battery just on the throttle, I feel like after 6 or 8 miles (20 mins or throttle riding) the battery is already down two 2 bars out of 5 bars. I then have to switch to pedal assist. (Maybe my battery is defective which is why it dies so fast on throttle mode)<br /><br />#2 It would make things easier if you didnt have to switch from throttle to pedal assist. If you were able to have both on at the same time it would be cool. Throttle to start and then just start pedaling with the assist. Instead you are force to use the lcd display to switch from one to the other each time.<br /><br />#3 Lcd display hard to see at night. It would of have been better with the back light on the lcd display.<br /><br />Thats about it. OVERALL GREAT BIKE. LOVE IT.",385,Yes,"Bike Type: Electric Bikes  
Number of Speeds: It Does max speed of 35mph","The bike needs to be electric.  
The bike needs to reach a maximum speed of 35 mph."
3,3,2,1,0,1,2,"My 26-inch 3-speed Urban Lady (&#34;Vanilla&#34; color, which is actually more of a creamy-bright yellow, like eggnog!) is a rock solid bike, lovely to look at, and a joy to ride. From a childhood spent on &#34;sting ray&#34; style bikes (relatively low & upright seating position) with &#34;banana&#34; seats, as an adult I've never been able to feel comfortable or confident on bikes that require that you sit high and lean forward. So recently I figured, heck, I'm in my mid-fifties... why shouldn't I be able to ENJOY riding a bike, who cares what &#34;everybody else&#34; is riding?? I get lots of smiles & compliments every time I take my Urban Lady for a spin-- we're an unusual sight in my urban environment!<br />Note: the bike is quite heavy, and its kickstand is a bit anemic; I replaced the kickstand with a double-legged one that swings handily out of the way, to the side just like the stock kickstand. Also note, the color of the fenders is NOT a particularly good match to the color on the bikes; they don't &#34;clash,&#34; but you can easily tell they come from different dye lots. Finally, while the seat may be comfortable to some, I did not find it so; I replaced it with a cushier one, and then also added a gel bike seat pad on top of that... heaven! :-)<br /><br />Now for the unpleasant parts of my buying experience:<br />I am completely bewildered by the glowing customer service reviews /comments that BeachBikes has for the various bikes they sell in Amazon. I got a better price by buying directly from the BeachBikes website, so I dealt directly with them. Here's my story:<br />I initially purchased a 26&#34; bike, then thought I might be more comfortable on a smaller one, so ordered a 24&#34; to try out (they have a good return policy). In the end I decided to keep the larger bike.<br />1) the BB website did not have 26&#34; fenders visible for order with my first bike, so I had to call to order it. Never got email confirmation/tracking # of the fender order, so several days later I had to email them and ask for it. It took a couple of days for them to get back to me.<br />2) The link to a video with assembly instructions was sent with their delayed reply; the model did not exactly match the bike I had purchased, and some of the videography and instructions were too vague-- one of the results of this was that if it were not for my husband noticing, I would have been trying to ride around with my front wheel fork facing in the wrong direction.<br />3) They claim that every customer gets assigned their own &#34;personal mechanic&#34; to field questions during assembly; my mechanic must have been fired or was out on vacation, because I never got any help. Halfway through assembly i ran into a problem so I called during their business hours. I was sent to their voicemail, and NEVER received a return call in spite of having left a detailed message. Thank goodness I have a few basic mechanical skills, so I figured out what I needed to do. I know they're a brick&mortar with live customers to serve, but calling customers back, at least within 48 hours, should not be too much to ask. I've called them three additional times during their hours, at different times of day, and have NEVER had a human answer the phone. Email replies from them are also inappropriately delayed-- several days, and sometimes they need an extra email to remind them that you emailed them the first time!<br />4) Once I had tried out both the 26&#34; and 24&#34; bikes, I made my decision about which one to keep. I DID get good packing instructions from customer service, and (with no small effort) was able to get the bike back into its box, and the fenders back into theirs. Shipped it all FedEx Ground using labels BeachBikes provided, with notes inside the box stating my name & order #. I have FedEx confirmation that BeachBikes received & signed for my packages two weeks ago... but they have still NOT contacted me confirming my return, NOR have they initiated a credit to my credit card.<br /><br />Based on the reviews on Amazon mentioning BeachBikes' customer service, it may well be that they are choosing to focus their service efforts on Amazon customers; my experience says that if you deal with them directly, you are definitely NOT a priority or a valued customer,<br />The bike itself deserves 4 stars (one star off for the weak kickstand and for one particularly nasty quirk in its assembly requirements); since this is a &#34;product&#34; review and not a &#34;seller&#34; review, I don't want to penalize the bike for BeachBikes' behavior, so I have resisted the impulse to rate it 2 or 3 stars because of them.",827,Yes,"Wheel Size: 26-inch, 24-inch
Number of Speeds: 3-speed","The bicycle needs to have a 26-inch or 24-inch wheel size.
The bicycle needs to have a 3-speed gear system."
2,3,2,4,3,0,1,"For the folks out there that want a relaxed ride with a max speed of around 18mph on flat ground, or those that have a hard time riding some tough hills and need a little extra push weather it be on the road or on a dirt track. This is the bike for you. If you're looking for a zooming quick fast bike that zips fast go for a 750 watt motor or higher. This is for relaxed rides not intense hills or speed demons . The foldability means you can take it anywhere you want i put it in the trunk and go to the beach for LONG bike rides along tracks usually get around 25-30miles at 15mph at medium motor help and consistent pedaling, full throttle maybe around 10-12 miles, low power easily 25+ miles high power around 12-13 (slightly more than full throttle) hope that helped.",149,Yes,"Bike Type: Electric Bikes
Number of Speeds: (Information about motor power and speed, but not a specific number of gears)",The bike provides sufficient motor power and speed for various riding conditions without requiring a specific number of traditional gears.
3,1,1,0,1,1,1,"I bought this bike for my 8yr old and it is a great size jump from his 16"" BMX bike. Shipping took about 1 1/2 weeks, and even though the shipping box had a little damage, the bike was protected well and arrived without any damage. The assembly was easy for anyone who's ever worked on a bike before and we were up and running in about 20 minutes. The quality really impressed me with solid components and a quality frame. This bike is easily comparable to the lower end Redline BMX bikes in the $200-250 range, so I feel like we got a great deal at about $130. Hopefully they continue to make this bike available for those wanting a good transition bike from a smaller coaster brake style to a free wheel/hand brake style BMX bike before having to drop over $200-300 bucks for a more advanced rider. Would definitely recommend this bike!",155,Yes,"Bike Type: BMX bike
Age Range of bicycle rider: 8yr old
Wheel Size: 16""
Brake Style: coaster brake style, free wheel/hand brake style","The bicycle should be suitable for an 8-year-old rider.  
The bicycle should have 16-inch wheels.  
The bicycle should be a BMX style.  
The bicycle should be available with a coaster brake style.  
The bicycle should be available with a free wheel and hand brake style."
0,3,2,3,2,0,2,"Been waiting since christmas to write a review, just to be sure. We took it to a bike shop once we got it and many things were wonky about it. For example not enough brake line to turn corners, the spokes of the wheel were tight in some places and loose in the others causing the wheel to noticeably shake and wobble. Once we dropped an extra $200 into the bike everything was fine. Great ride and sharp looking",79,Yes,"Brake Style: not enough brake line to turn corners
Wheel Size: spokes of the wheel were tight in some places and loose in the others causing the wheel to noticeably shake and wobble","The bicycle must have enough brake line to turn corners.  
The bicycle must have wheels with evenly tensioned spokes to prevent shaking and wobbling."
0,1,1,2,1,0,1,"She loves her bike, she’s 10 yrs old and this 24” Diamondback bike is perfect with room to grow. The seat is adjusted on the lower side for now but  I can see her with this bike well into her teens.",41,Yes,"Age Range of bicycle rider: 10 yrs old, teens
Wheel Size: 24”","The bicycle should be suitable for riders aged 10 years old and teens.
The bicycle should have 24-inch wheels."
1,3,2,2,3,0,1,"I purchased this bike because it doesn't look like a typical e-bike with that monstrosity of a battery along the frame where my water bottle should be.  The battery on this bike sits under the rear bike rack where nobody will notice.<br /><br />The bike looks like a regular bike and rides like one too.  No need to turn the battery on if you would like to get some exercise and ride around the town.  The 6 speeds are ample enough to ride comfortably and maneuver the hills.  The seat is comfortable and I am glad I don't have to purchase a more comfy seat.  The handlebars are upright and I don't have to strain my back.  The bike is a little heavy to put in your car or carry up the stairs though.  It is a larger bike; I am a light, F at 5.5' but it is not much of an issue when riding the bike at all because I got the seat low enough.  The step through frame makes it easy to get on and off the bike.<br /><br />The bike took about two hours for me to assemble, but I took my time.  The hardest thing was to align the front wheel to make sure the brakes don't rub.  If they do, take it to your local bike shop to tune it up and make sure all is well with assembly.  I found that I could not lower the seat all the way because the battery was in the way. I changed the notches along the rack mount so it would allow seat to be lowered another inch perhaps.  The front wheel doesn't have that quick release lever, so just make sure you tighten the bolts in.  Maybe you can replace bolts with quick release.<br /><br />I took it for a ride in my neighborhood and was able to figure out the control pad in just a few seconds.  I found that the throttle was a blast right away.  The assist modes were startling as it is delayed and accelerates to a max speed.  Best to engage the assist modes when already at a faster pace.  The throttle is great because it has wider range of sensitivity than the assist mode and is instantaneous.  I took the bike on a packed sand trail to test it out and I found the bike was a little hard to control, the front wheel felt light and wobbly.  Bike is meant for the street or packed dirt path and rides fine in these conditions.<br /><br />The battery is still at about 3 out of 5 bars after almost 20 miles of cycling so far so that is good news.  The throttle is my favorite e-bike feature, and it can give you that little boost when you need and can keep you out of trouble as most people can't run faster than 20 MPH :).<br /><br />Pros:<br />Looks like a regular bike and rides like one without E-bike functions - no resistance.<br />Looks cool, well made and a comfortable ride with good seat.<br />Battery is decent<br />Throttle is great, good range of sensitivity.<br />Has front and rear lights and a horn.<br />Has a USB port for charging devices on the battery.<br /><br />Cons:<br />Bike is heavy and on the larger side.<br />Assist modes are delayed and abrupt, be careful of the acceleration and what's in front of you like people or traffic . Works fine if already at fast pace.<br />Bike has motor in rear, so heavier and balance is off. Lighter in front and can pop wheelies if too fast or out of control.  Lean forward.<br />Brakes are not great, use both left and right.<br />Handlebars/front wheel are wobbly, normal due to heavier rump.",625,Yes,"Bike Type: Electric Bikes
Number of Speeds: 6 speeds
Brake Style: Brakes","The bicycle needs to be electric.  
The bicycle needs to have multiple speeds.  
The bicycle needs to have brakes."
0,3,2,4,3,0,1,"The manual isn't very complete - you probably need some experience with bicycles.  I bought two for the grandkids, and they are successfully using them daily for their 4-mile commute to high school.  The tires are a bit flimsy, and they came barely inflated.  If you simply add air, you might blow the bead off the rim if you aren't careful.  You need to massage them until the bead seats evenly.  The grandkids had three flats in the first month from tiny seed pods, so I installed liners and Slime tubes.  The fenders are flimsy, perhaps a hazard because the rear fenders have come loose.<br />Even without power, I like the feel of the bicycles.  The disc brakes work great. (I hope pads will be available).  The shifting is quite nice.  The front suspension also feels nice, but might be too soft for aggressive riders, and the seals weep a little.  Power feels fairly good, speed isn't, but local laws require 20mph cut-out in order to be categorized for unlicensed riders under 16 years old.<br />One of the batteries had a minor defect.  The receptacle wasn't tightened down, and the dust plug fell off it's mount the first day that bicycle was used.  I removed the lower cover from the battery pack, melted the adhesive with a soldering iron, loosened the nut far enough to reinstall the dust plug, tightened the nut, and reflowed the thermal adhesive.  It's been fine so far.<br />The kickstand design is very nice, the toe-to-front-wheel clearance is good. These bicycles look sharp.  I would buy them again, and might even buy a third one.  The price is very appealing.",274,Yes,"Bike Type: Electric Bikes
Age Range: Teen
Brake Style: Disc Brakes
Suspension Type: Front / Rear Suspension Only","The bicycle should be suitable for teenagers.  
The bicycle should be electric.  
The bicycle should have disc brakes.  
The bicycle should have front and rear suspension."
2,3,1,2,3,3,1,"No complaints here, bike is everything I hoped it would be. Well made, sturdy, easy to ride. Even though the manual is a joke, it was pretty easy to find any information I needed on YouTube. I had it put together in about 30 minutes and was on the road shortly after. I would call this a class 2 ebike, you can either pedal or throttle. Goes pretty fast, 20MPH at least, I never pushed it any further. It's heavy, but pretty sure all ebikes are heavier than a standard bike. Was on my doorstep 5 days after ordering.",99,Yes,"Bike Type: Electric Bikes  
Brake Style: Disc Brakes","The bicycle needs to be an electric bike.  
The bicycle needs to have disc brakes."
1,3,2,4,3,1,0,"I WAS IMPRESSED WITH THE STURDINESS.  MUCH OF THE DIFFICULT BIKE ASSEMBLIES WERE ALREADY ASSEMBLED.<br />IN THE MANUAL MODE IT RIDES LIKE A NORMAL 26"" BIKE.<br />RIDING AROUND THE PARKING LOT AND BETWEEN THE GARAGES IS OK FOR A NORMAL BIKE.<br />IN THE FIRST NOTCH OF BATTERY ASSISTED POWER WHEN YOU PEDAL SEEMS A LITTLE TOO MUCH POWER.<br />I WAS EXPECTING IT TO BE VERY WEAK WITH MY 250#.<br />WHEN I CAN TEST THIS ON SOME LONG STRAIGHTAWAYS THIS COULD BE INTERESTING.<br />I LOOK FORWARD TO HAVING A LOT OF FUN.<br />THE BIKE ARRIVED WITH A BENT FORK AND SOME SCRAPES ON THE NEW WHITE PAINT.<br />THE COMPANY REPLACED THE FORK.<br />AND THEY SENT A FULL CAN OF WHITE SPRAY PAINT.<br />WHEN WHAT I NEEDS IS MORE LIKE A SMALL BOTTLE AND BRUSH LIKE FINGERNAIL POLISH.<br />I ORDERED ON NOV 10TH, BIKE ARRIVED NOV 17TH.  REPLACEMENT PARTS JUST ARRIVED AND INSTALLED AND BIKE TESTED IN A FEW SHORT RIDES MOSTLY IN MANUAL.",162,Yes,"Bike Type: Electric Bikes
Wheel Size: 26""",The bicycle needs to be an electric bike with 26-inch wheels.
2,0,0,0,0,1,2,"I got this bike for my daughter for Christmas and she LOVED it. It was so cute and looked ""grown  up"". She is only 5 going on 25 so she isn't into the kiddie bike look. Sadly, two days after Christmas she left her bike in the street and our neighbor ran it over and CRUSHED it. I was hoping I could save it by bending the handlebars back, but the wheels/tires were warped :(",75,Yes,"Age Range of bicycle rider: Preschool, Children",The bicycle is suitable for preschool and children riders.
1,3,2,2,1,1,0,"One of those 'wonderful' experiences you have to share.  Bike delivered as promised, in perfect condition.  After easy assembly, I did find the rear tire was defective. It was not balanced and scraped frame on on one side for 6 inches or so. An actual rare factory defect.  Two, count 'em, TWO days later a replacement tire was on my doorstep!!  My only regret was not buying a 3-speed as these old legs are taking time getting used to a single speed &lt;smile>.",83,Yes,"Bike Type: Single speed, 3-speed  
Number of Speeds: Single speed, 3-speed",The bicycle should be available in single-speed and 3-speed configurations.
3,1,1,0,1,1,2,"I bought this bike for myself.  I am 6’1” and have  changed many parts to better aftermarket ones to make it stop better, ride better, and more comfortable.  Now that I have done all of the this bike is nicer than I ever thought it would be.  I did buy this bike with the full intentions of upgrading it to how I liked it and I am almost done.!",69,Yes,"Bike Type: Adult
Brake Style: to make it stop better",The bicycle needs to stop effectively.
0,3,2,4,3,0,0,Unbelievable quality product for the price.  I wanted to try 27 speed road bike to replace my heavier hybrid bike. Easy assembly with minimal adjustments to shifting and breaks.  This bike has everything that$1000 plus bikes have except extreme lightweight frame !,42,Yes,"Bike Type: Road bike
Number of Speeds: 27 speed
Brake Style: breaks
Frame Material: not extreme lightweight frame","The bike should be suitable for road cycling.  
The bike should have multiple speeds for versatile riding.  
The bike should have effective braking.  
The bike should have a frame that is not extremely lightweight."
0,3,2,4,3,0,0,This bike came with hardly any instructions and the brakes do not work AT ALL. I have tried for over a week to adjust and readjust them but they still DO NOT WORK. There are parts that came with this bike that I have zero idea where they belong because the instructions do not speak of these items. This is the absolute WORST purchase. BE WARE!!!,66,Yes,Brake Style: brakes do not work AT ALL; tried for over a week to adjust and readjust them but they still DO NOT WORK,The brakes must work effectively without requiring extensive adjustment.
3,1,1,0,3,0,0,"DO NOT BUY THIS BIKE!! This is probably the worst bike I have ever seen in my life. It is ENTIRELY plastic. The parts don’t fit appropriately so the handle bars are not able to stay straight. The tires have warped rims and so they don’t spin without wobbling and scraping the sides of the cheap plastic. Not even sturdy plastic. I’m mad that after all of the headache putting this piece of crap together, it now has to be disassembled and repacked so it can be returned! I would see paying 20 bucks for a one time use bike by this is insane",104,Yes,"Frame Material: plastic, cheap plastic","The bicycle frame is made of plastic.
The bicycle frame is made of cheap plastic.
The bicycle frame material is acceptable if it is plastic.
The bicycle frame material is acceptable if it is cheap plastic."
2,0,0,0,0,1,2,"We bought it for my grandson. It is a very sturdy Bike and very well made.  It is a little bit heavier than most cheaper bikes as everyone has stated but that's a good thing We also purchased additional training wheels from RoyalBaby because he had never ridden a bike before. For the size we got, the training wheels were not included, but it was worth it buying them extra. My grandson loves his bike.",75,Yes,"Bike Type: Bike
Age Range: grandson
Wheel Size: training wheels
Frame Material: sturdy","The bike needs to be suitable for a grandson.  
The bike needs to have training wheels.  
The bike needs to be sturdy."
3,1,1,0,1,1,2,"My son got very interested in Freestyle and wanted to do tricks.  The front brakes are cheap and not strong enough to do any true tricks.  I ended up taking this to the bike store and they could not get the brakes any tighter then I could.  The front wheel was not true and was slightly bent when it arrived.  The bike looks great and if your son is only looking for a bike to ride around the neighborhood this is fine ( but overpriced then )  , but if he wants to do even the most basic of tricks … STAY AWAY !!!  I returned the bike and would never recommend.",112,Yes,"Bike Type: Freestyle
Brake Style: front brakes are cheap and not strong enough
Wheel Size: front wheel was not true and was slightly bent","The bicycle needs to be suitable for freestyle riding.  
The front brakes need to be acceptable even if they are not very strong.  
The front wheel needs to be acceptable even if it is not perfectly straight."
3,3,2,4,3,1,2,"We purchased the bike for a 13 year old. It is the style she wanted and it is beautiful. Very solid and very easy to assemble. It didn't take my husband long at all. He was the first to take it on a spin around the neighborhood and said how well it rides. We added a basket and she has a crate to add to the back. She has a little growing to do (she is 5'3"") but she is excited for bike riding weather!",85,Yes,Age Range of bicycle rider: 13 year old,The bicycle is suitable for a 13-year-old rider.
1,3,2,2,1,0,1,"The P7 is a fantastic everyday ebike. With it's lightweight frame, skinny tires and 48v battery system, this bike is ready for commutes to work or a day on the trails. The 9 speed shifter assures that you'll be able to tackle inclines and flats.",45,Yes,"Bike Type: Electric Bikes
Frame Material: lightweight frame
Number of Speeds: 9 speed","The bicycle should be lightweight for easy handling and transport.  
The bicycle should have multiple speeds to accommodate different riding conditions.  
The bicycle should be electric for assisted pedaling and extended range."
3,3,2,4,3,1,2,"I have not been on a bicycle since elementary school, and I had limited confidence in my bike riding skills even at that age. (Backstory: I had a very minor, but traumatic to me, bike accident with another rider in 6th grade, which I still remember to this day.)<br /><br />Fast forward 30 years....I was looking for an easy to ride bike that I could ride with my kids on our level, paved street.  Enter, the Sixthreezero Around the Block cruiser (single speed).  My first ride was really easy and comfortable and I didn't have to worry about changing gears or handle brakes (although I had to get used to the position of the handle bars since they are wider than your typical bike).<br /><br />A week later, riding everyday with my kids, I can say my riding confidence has skyrocketed and I am riding this bike at least 2 times a day.  Considering the price and enjoyment I have experienced from it so far, I think its a great value!",171,Yes,"Bike Type: cruiser  
Number of Speeds: single speed  
Brake Style: handle brakes","The bicycle should be a cruiser style.  
The bicycle should have a single speed.  
The bicycle should have handle brakes."
0,3,2,4,2,0,2,"Bought this for my sone, he is 12 and LOVES IT! All we had to do was take it to a bike shop after assembling it to have them tune it up a bit for $70 and he has a great bike that he really enjoys riding!",47,Yes,Age Range of bicycle rider: 12,The bicycle is suitable for riders who are 12 years old.
1,3,2,4,1,0,1,"I did a lot of research before deciding on this bike. Once it arrived I took it to a local bike shop to be put together and fine tuned. I just tried it out for the first time after not been on a bike for MANY years. I was so impressed with the ease of gear shifting and quick brake response. So quick in fact that you need to be careful. I almost lost control a couple of times. Once I got the feel for easing into them, they work amazing well. Overall I highly recommend this bike but with 2 stipulations: One, you need to be a minimum of 5'3"" to ride safely. Two, have the bike assembled and adjusted at a bike shop before your first ride. This will ensure your success from the start!",137,Yes,"Bike Type: Road Bikes
Brake Style: Disc Brakes","The bike provides reliable stopping power in various weather conditions.  
The bike is suitable for fast, efficient riding on paved roads."
0,3,2,4,1,0,1,I picked this up a while ago and have been able to take some good rides with it. The shifting feels smooth and suspension feels nice especially off road. Make sure you get the steel frame version as off roading can be hard on an aluminum frame. Seat is ok but I will probably end up getting a more comfortable one. But I like this bike and expect to be riding it for many more years to come.,78,Yes,"Bike Type: Mountain Bikes
Suspension Type: Dual Suspension
Frame Material: Steel, Aluminum","The bicycle should be suitable for mountain biking.  
The bicycle should have dual suspension.  
The bicycle should be made of steel or aluminum."
2,0,0,0,0,1,2,Best bike we have purchased! Previously we had a huffy which had too thin of tires that popped after less than a year.  4-5 kids on my street have a Royal Baby bike and we’re all extremely happy with these at all sizes!,43,Yes,Wheel Size: thin tires,The bicycle has thin tires.
3,3,2,0,0,1,2,"This bike is gorgeous. Make no mistake, this was one of the primary reasons I selected it. The retro cruiser frame with its smooth lines and curves in a shiny black finish definitely draws attention, especially with the bright chrome accents and the white-wall tires. Everywhere I go people stop to comment on this bike. I wanted a bike that functions well but also had character and elegance, and that's what I got with this bike. It really is a beauty.<br /><br />Note: to really spruce up the bike, as well as to help protect against splashes, I invested in a pair of chrome fenders. I was not disappointed. They completed the bike's look, and help minimize mess during/after rains. The set I purchased: [[ASIN:B002KVOV2A B002KVOV2A]]<br /><br />The other reason I purchased the bike, besides its cool look, was for riding. Shocking, I know. I had previously used a similar bike, an old '67 Huffy Corvair. I was reluctant to replace the old bike because of its style, its smooth ride, and its reliability. I bike a couple times a week in an urban setting, (Chicago) and while liked how balloon-tire cruisers handle potholes and irregularities in streets, the fixed gear and back-pedal breaks of the old bike weren't very good for fast starts/stops in a city in traffic, and was tiring to keep up with traffic with for long street rides. I wanted a bike with similar comfort, but more breaking control and faster speeds with less pedaling for extended rides. It was difficult to find a cruiser with shifters and hand breaks, but this bike was the perfect match, particularly for comfort.<br />The balloon tires are even fatter than those of my old bike, lending even better cushion against the ever-present potholes in Chicago's streets. The speeds adjust to match the preference of the rider, so I do not have to pedal non-stop as I did on the fixed gear cruiser. The size is a nice step up for me as well...at 6'1&#34; my old bike, even at highest seat position, did not allow for my legs to extend properly during pedaling. Not so with this bike. Make no mistake, this bike is BIG. This is a good thing, particularly for riders of the long-limbed variety. This is a great bike for smooth, comfortable riding and control.<br /><br />The downsides:<br />The biggest downside, which was easily corrected, was that the ring washer for tightening the pedal shaft was not properly tightened. This meant that ball-bearings that kept the pedals smoothly, but tightly rotating were slowly falling out if the bike was jostled. I caught it in time, tightening the ring with a screwdriver, and though with a few bearings missing the pedal housing is a little loose, it's certainly still fully functional.<br /><br />The bike is of the heavier variety, so if you have to carry it you'll have a workout. I added a rack, fenders, and baskets so I am aware mine is heavier for that, but just bear in mind this will be something to think of if you need to lift the bike often. I haven't weighed mine, but if you are looking for a light bike for fast rides, thus might not be the bike for you. It never is too much of an issue keeping a good speed, but this is more geared toward comfortable rides than fast ones.<br /><br />The chain guard brackets are not very rigid or strong, so if it is bumped the guard can rub on the chain during riding. so be careful about the chain guard, and be prepared to carefully bend it back into proper position should it be bumped at all.<br /><br />The bike seat is very comfortable, but oil the springs on the mount, as the seat was creaking as much as my old '67 within weeks of my purchase.<br /><br />The shifters work decently, but do not always 'catch' as you change speeds, so it requires a quick switch/switch back for the gear shift to 'take' at times. It doesn't affect performance, just a minor nuisance.<br /><br />Though minor, the sticker accents are very obviously just that. Stickers on an otherwise VERY classy bike.<br /><br />All in all, I have been very pleased with this bike. It is extremely comfortable and capable, and works well for riding about town in an urban setting. (And looks darned good while doing so.) I affixed a basket rack and three baskets for grocery runs, and fenders for other weather situations, and have been quite happy with the bike. Getting it where I wanted it took some tuning here and there, but now that it's where I want it to be, the bike is a joy to ride. The price point for such a bike is also very affordable. I got more than my money's worth on this purchase. Will this be the last bike I purchase? No. I can tell the quality, though good, won't be able to stand up to decades of wear like my previous cruiser, but for this price and for the added comfort and convenience, this is well worth the money spent.<br /><br />Edit July 18th, 2015: Two years of use, and the bike itself held up far better than I expected. I was contemplating adjusting my review to five stars, when the bike seat broke as I was riding it. The seat was easily replaced, but for simple street biking at my weight (175 lbs) I would not have expected the seat to be the first part to go.",927,Yes,"Bike Type: cruiser, balloon-tire cruiser  
Age Range: Adult  
Wheel Size: balloon tires  
Number of Speeds: shifters, speeds adjust  
Brake Style: hand breaks, back-pedal breaks  
Frame Material: retro cruiser frame  
Suspension Type: rigid","The bike should be suitable for adults.  
The bike should have a retro cruiser frame.  
The bike should be a cruiser or balloon-tire cruiser style.  
The bike should have balloon tires.  
The bike should allow shifting and speed adjustment.  
The bike should have hand brakes.  
The bike should have back-pedal brakes.  
The bike should have a rigid suspension."
2,0,0,0,1,1,1,"I got this for my 5 year old daughter, and with Amazon Prime, it arrived well before it's debut. It is a bit big for her, but she is rather tiny for her age, so I don't blame the bike, or the manufacturer. The build quality on this bike is excellent, and the colors are gorgeous. It's certainly like nothing I'd seen in local stores while looking for a bike. I see this bike lasting for years of enjoyment, provided my daughter doesn't defy all expectations and grow QUITE a bit more in a short amount of time.",98,Yes,Age Range of bicycle rider: 5 year old,The bicycle is suitable for a 5-year-old rider.
2,3,1,2,3,0,0,"Overall I think this is a really great bike for the money!<br />I gave it 4 stars because I think there are a couple little things that could be better.<br />#1 Low ground clearence. I was able to solve this on my bike and after talking with customer service I think they are working on it and would be willing to send you the rear suspention that will lift the bike.<br />#2 I bought two of these bikes and both my wife and I felt like the gearing for the pedals was too low,<br />I was able to purchase a larger chainring on Amazon that solved the problem. here is the link<br />https://www.amazon.com/dp/B08TSZ5FDQ?ref=ppx_yo2ov_dt_b_product_details&th=1<br />#3 This is a fairly large bike, even though it doesn't look that big in the pictures. The bike weighs in at over 70lbs and can be a handful for a smaller person. The Amazon details listed the bike as riders from<br />5'1"" but the bike's brochure had a height range starting at 5'3"" My wife is 5'1"" and although she loves the bike, getting on and starting/stopping is not nearly as easy as it is for me.<br />Overall I think it's a great bike and after doing a lot of shopping I thought it was the best bang for the buck.<br />The bike has lots of power and good battery life. the brakes are hydraulic and work great. The gears shift smooth and the suspension makes for a nice ride. I like the alloy wheels, I don't even want to think about adjusting spoke wheels! The bikes are great looking with really nice paint, every time we go for a ride people comment on how nice they look.<br />Bottom line, I think it's a great bike that can be made even better with a little tweeking",300,Yes,"Bike Type: Electric Bikes
Age Range of bicycle rider: Adult
Brake Style: Disc Brakes
Frame Material: Aluminum
Suspension Type: Dual Suspension","The bicycle needs to be an electric bike for adults.  
The bicycle needs to have disc brakes.  
The bicycle needs to have an aluminum frame.  
The bicycle needs to have dual suspension."
3,3,1,0,1,1,2,"I bought this L100 last fall/winter with a ""used, like new condition"" and couldn't be happier with it. I ride it to and from work every single day. I have put it through some rough riding, jumping everything i can everywhere I go. This is my first all chromally steel bike, and I can't imagine ever getting anything but that now. I can forsee it lasting a very long time with proper maintenance and care. Just wish it had a front brake and a slightly smaller back tire, as these tires do make it harder to accelerate do to the amount of grip and friction they have. 2.4"" wide tires are much much different than anything else I've ever had. I think 2.3"" would be perfect on the back. Have some good lithium grease ready for the bearings on the front fork when you install. This bike has been my best friend for the past 8 months or so, and besides just regular maintenance and tightening the crank and chain once a month, and a couple flat tires repaired, it had been very reliable and indestructible as far as what I personally put it through. If you've never had an all chromally (frame, forks, handlebars, crank arms) you are in for a real treat. I would hands down buy this bike again. Either that or piece together and build my own.",231,Yes,"Bike Type: Mountain Bikes
Frame Material: Chromoly Steel
Brake Style: Front brake
Wheel Size: Slightly smaller back tire, 2.4"" wide tires, 2.3"" would be perfect on the back","The bicycle should be suitable for mountain biking.  
The frame material should be durable and strong.  
The bicycle should have effective front braking.  
The rear tire can be slightly smaller than the front.  
The tires should be wide enough for stability and traction.  
A 2.4"" tire width is acceptable.  
A 2.3"" tire width on the rear is preferred."
