Seat Type,Weight Range,Installation Type,Harness Type,Material,Special Features,Review,review_word_count,Has_Relevant_Attribute_Info,Attribute_Related_Content,Synthesized_Customer_Needs
0,1,0,0,5,,"The major issue I have with this seat is that it is difficult to get it to recline properly without taking up so much space. You need to make sure that the alignment sticker is level with the ground and this is very difficult to achieve. We have a Kia Sorento which is not small, but getting the Stratos 65 level takes moving the front seat up further than you really want to.  And even after adjusting the reclining wedge to the max setting we still had to roll up a towel and jam it under the front of the Stratos 65 to tip it back enough.<br /><br />Otherwise, the build quality seems to be OK. The belts and buckles are designed well and work nicely. However, I would spend more to get a more feature rich seat if that is an option for you especially if you have a small car.",152,Yes,"Seat Type: Rear Facing
Installation Type: Clicktight","The car seat should be rear facing.  
The car seat should be easy to install with a clicktight system."
0,1,3,2,3,,It came it great condition. It's beautiful. The plastic parts are flimsy. And the padding behind the head sticks out further than the padding behind the back section causing the head to be leaned forward with chin going in toward the chest. That is my main dislike. I'm not sure whether to keep it or not.,56,Yes,Material: The plastic parts are flimsy.,The plastic parts are acceptable even if they are flimsy.
1,2,1,0,0,,"Daughter loves it.  Pretty sure when I bought it the details did not say that it could or could not go rear facing.  It has since been updated.  If you are unsure, please know THIS SEAT DOES NOT WORK REAR FACING.  I would have bought something else if I had known that before but I kept it and it works.  The buckle can he a little hard to get in.  I never loosen the straps because they are too hard to tighten because of the ergonomics of where the tightening strap is between the legs.  Good seat.  It works.  Probably pretty safe.",102,Yes,"Seat Type: THIS SEAT DOES NOT WORK REAR FACING
Harness Type: The buckle can be a little hard to get in; straps are too hard to tighten because of the ergonomics of where the tightening strap is between the legs","The seat must be suitable for rear-facing installation.  
The buckle must be easy to fasten.  
The harness straps must be easy to tighten without difficulty due to their placement."
1,2,1,1,0,,Brilliant idea but more time should've been spent on it. It's rather difficult for younger ones to do on their own as the seat rides up and the red clips on the bottom DONT LOCK into place. I bought 3 when they were first coming out and I only use them for a quick carpool ride if needed.,58,Yes,"Seat Type: Rear Facing
Installation Type: Latch",The car seat can be installed rear-facing using the LATCH system.
2,1,0,0,5,,Broke just tightening the straps when loading up my daughter this morning. Was just tight enough that it was difficult to get her out and almost had to cut the straps. This car seat isn’t even 2 years old and there is no way the chintzy piece of plastic holding that bolt in would hold up in an accident. Very disappointed & we have 3 of these in the same model.  Refuse to put her in any of them now so had to fork out $400 for new ones from a competitor.,92,Yes,"Harness Type: Broke just tightening the straps; almost had to cut the straps.
Material: Chintzy piece of plastic holding that bolt in.",The harness should be durable enough to withstand normal tightening without breaking. The materials used in critical components should be robust and not feel flimsy or cheap.
1,1,3,2,3,,"We bought a Britax car seat because they are the safest car seats on the market, and when it comes to our little ones we would rather spend the money and be sure they are safe than to settle for a cheaper seat and regret it if something were to happen. This color is nice because it’s gender neutral and doesn’t show dirt easily. We also have a cowmooflague version for our daughter and we love that one too. They are a pain in the butt to install, but we also rarely take them out and we love how sturdy they are in the backseat of our car.",108,Yes,"Seat Type: Rear Facing, Forward Facing, Convertible
Installation Type: a pain in the butt to install
Material: color is nice because it’s gender neutral and doesn’t show dirt easily, cowmooflague version","The car seat should be convertible between rear-facing and forward-facing positions.  
Installation should be acceptable even if it is somewhat difficult.  
The material should have a gender-neutral color that does not show dirt easily."
0,1,0,0,5,,"we did lots of research before deciding to buy this chicco nextfit car seat.<br />In my opinion car seats are not designed to accommodate the new rear facing position laws, and I hope there will better choices on the market soon.<br />That said, I'm very happy with this car seat. It fits into my tiny toyota prius c.<br />- compact design, does not take up a lot of room.<br />- installing is a breeze, it takes less than 2 minutes.<br />- 9 reclining positions make it very comfortable for the baby/toddler.<br />- very well padded and comfortable.<br />- the head support is also comfortable.<br />- easy to put baby in and out of the car, some reviewers complained that they struggled to put the baby in the car. I did not have that problem. But an easy solution is to recline the seat, before you put baby in.<br />- shoulder straps adjust automatically when you raise the head rest.<br />- i got the open box seat from amazon (new car seat) and saved over $50!!!",175,Yes,"Seat Type: Rear Facing
Installation Type: installing is a breeze, it takes less than 2 minutes.
Material: very well padded and comfortable.","The seat is easy to install quickly.  
The seat is well padded and comfortable."
2,1,4,0,5,Cup Holder,"I bought this car seat for my youngest when he outgrew his infant seat, at just under 1, since the suggested age to turn a child forward facing went up to 2. He will be 2 in February, and he's already too tall for the harness in the forward facing position. It's very wide, feels cheap and much less sturdy than I'd like, and the strap on the left side has always been tighter than the one on the right for no reason. I will be having to shop for a new car seat for one of my boys in a few months, which means I'd have been better off buying something else to begin with when I bought this one.",121,Yes,"Seat Type: Forward Facing
Weight Range of Child: just under 1, 2
Harness Type: harness, strap on the left side has always been tighter than the one on the right","The child car seat should be forward facing.  
The child car seat should accommodate children just under 1 to 2 years old.  
The child car seat should have a harness.  
It is acceptable if the harness strap on the left side is tighter than the one on the right."
2,1,0,0,3,,The seat is beautiful and I love that I can adjust it pretty much until she’s not a toddler anymore! I am having trouble loosening and tightening the straps while she buckled in the car. It is hard to get my finger in the slot where the push lever is and then very hard to pull the string to tighten it properly. It is also nearly impossible to adjust the recline position while she’s in the seat and rear facing (not sure if that’s on purpose but sometimes she likes to lean back others not).<br /><br />I like the material it’s soft and comfortable and the color is better than it shows online. My daughter has enjoyed it so far as there’s much more space for her now than in her infant seat.,133,Yes,"Seat Type: rear facing
Harness Type: straps
Material: soft and comfortable",The child car seat should be rear facing. The harness should use straps. The material should be soft and comfortable.
4,0,0,0,0,,"Beware. I took my baby to daycare and since she was sleeping in the car seat, I took her in with the carrier. She woke up when we got in so I loosened the straps and took her out and took the empty carrier to my car when I left. When I went to pick her up I noticed I couldn't tighten the straps. My husband had to come and take her home in his car seat and then we dealt with it when we got home. We learned that the belt got stuck in the base and he had to use some force to get it out. This resulted in the belt getting a snag. I called chicco customer service and they took my email to follow up. They never emailed me. I contacted them through their website and it took a week and a half to get the answer to my situation. They explained that I could no longer use the belt but I could BUY ANOTHER ONE from their site. Are you kidding me, this was a malfunction with the car seat and the belt getting stuck in the base. If anyone asks I will say this is my top regret in baby gear. Do not buy this product. Also the carrier is heavier than most.",219,Yes,"Harness Type: loosened the straps, couldn't tighten the straps, belt got stuck, belt getting a snag, could no longer use the belt",The harness straps need to be easy to tighten securely. It is acceptable if the harness belt occasionally gets stuck or develops a snag that prevents use.
1,2,1,2,2,Ergonomic car seat base,"Bought this because kid’s head always fall to the sides when sleeping. This booster does the job in terms of support and side impact protection. It feels light considering it’s pretty much a chair. Upholstery feels good to the touch and made from water proof material. Kid loves to sleep on it, great head support on the sides. Bought it on sale at 79, worth every penny.<br /><br />***After having it for a month I noticed it occasionally rattles when the car goes over large pot holes or real bad uneven surfaces. However, one mitigation is to tape the adjustable backrest with the frame so it doesn’t shift up and down. Other than that the chair is solid.",118,Yes,"Seat Type: booster
Material: water proof material","The car seat is water resistant.  
The car seat is a booster seat."
1,2,1,0,3,,"I absolutely LOVE this carseat. I purchased this for my two year old, as her other car seat, although convertible, she was outgrowing.  It took me a minute to read the directions to make the proper adjustments and depending on how you secure it (seatbelt or latch/front facing or rear facing) it can be a challenge to secure.  Once it IS secure, the seat is very nice to use.  What I like most is the weight limit and it will be the last car seat that I will have to purchase because it is convertible.  On the other hand, it initially was a pain to clean and I had to watch a You Tube video on how to dismantle it and clean it best.  Once I watched and did it, I had no problems repeating the process.  This seat is as heavy as any other convertible seat, there's no advantage in that regard, but my daughter seems to really like the attached cup holders and side pockets for her toys.<br /><br />The only other thing, is that I found the buckle a little hard to disengage. I have rheumatoid arthritis which has hindered my dexterity, so it has taken me a while to figure out an easy way to disengage the buckle.  Because of the way the seat is designed, I definitely suggest that the seat is checked by someone certified to ensure that the height is correct and that the crotch buckle is in the proper position since it can be modified.  I also appreciate that the potty training seat covers fit very well in this seat, regardless of brand.  Overall, it's a really beautiful seat and I'm glad that I purchased it.",284,Yes,"Seat Type: convertible, front facing, rear facing
Weight Range of Child: weight limit
Installation Type: seatbelt or latch
Harness Type: buckle, crotch buckle
Material: seat covers","The car seat should be convertible, allowing for both front-facing and rear-facing use.  
It should accommodate the child's weight within the specified limit.  
Installation should be possible using either the seatbelt or the latch system.  
The harness should include a buckle and a crotch buckle.  
The seat covers should be made of acceptable material."
1,2,0,0,0,,I was so overwhelmed with the number of car seats out there. I didn’t know what to choose. It seemed like each one has good and bad reviews. I installed this today and am so excited to put my little one in this seat for the first time. It had very clear instructions to install (I used seatbelt installation while rear-facing). It feels very sturdy! This is my first Grace and I am impressed. It is very easy to adjust the headrest up and down and loosen\tighten the harness straps. I like that it comes with two cup holders and lots of padding! Would recommend to a friend!,108,Yes,"Seat Type: rear-facing
Installation Type: seatbelt installation
Harness Type: adjust the headrest up and down and loosen\tighten the harness straps","The car seat should be rear-facing for safety. It should be easy to install using the vehicle's seatbelt. The harness should be adjustable, allowing the headrest to be raised or lowered and the straps to be loosened or tightened easily."
0,1,4,0,0,,Great car seat.<br />We were expecting baby number 3 and know our babies out grow those carrier car seats by the time they're 6 months old bc we are a tall family. We wanted to start off with a convertible style and found this one on sale. We love it so far. Baby is now 8 weeks old (23 inches 12.4 pounds) and fits comfortably with the cushions.<br />Fits fine in a captain chair in a Nissan Quest.<br />I don't foresee any problems.,83,Yes,"Seat Type: convertible style
Weight Range of Child: 12.4 pounds
Installation Type: Fits fine in a captain chair in a Nissan Quest",The car seat fits well in a captain's chair in a Nissan Quest. The convertible style accommodates a child weighing 12.4 pounds.
2,1,0,0,3,,"I came back to write a review for the simple fact that I have now washed this car seat and oh my!! I have 3 other Graco seats and this is by FAR the hardest, most ridiculous to disassemble and reassemble the fabrics. The color of the seat is exactly as I imagined (not purple-ish like others have said). It seems like a comfortable seat for my daughter with lots of recline options. However I highly doubt I would buy this again or recommended it based on the difficulty of cleaning because we all know how dirty kid's car seats can get.",102,Yes,"Material: hardest, most ridiculous to disassemble and reassemble the fabrics; color of the seat is exactly as I imagined (not purple-ish like others have said); seems like a comfortable seat; difficulty of cleaning","The seat materials should be durable and long-lasting.  
The seat cover should be easy to remove and reinstall.  
The seat color should match the expected appearance without unwanted undertones.  
The seat should provide a comfortable seating experience.  
The seat should be easy to clean and maintain."
0,1,0,0,0,,"Works for the price but you can tell it's not high quality. The release for the harness is almost impossible to reach when installed. The seatbelt system works fine, I just wish it was easier to release the harness when installed.",41,Yes,"Harness Type: release for the harness is almost impossible to reach when installed, easier to release the harness when installed
Installation Type: seatbelt system works fine",The harness release needs to be reachable and easy to operate when the seat is installed. The seatbelt installation system needs to work reliably.
4,2,0,1,0,,"This is a great booster seat - my 7yo son now feels like a big boy coming from his Recaro car seat (which was by far the best btw).  The seat belt can be a little difficult to pull through the red holder, but he is getting used to it after some practice.  So much better with him being able to buckle himself in!  I ordered two of these but only received one.  After a week I called Amazon and they quickly shipped out a replacement (thanks!).",87,Yes,"Seat Type: booster seat
Weight Range of Child: 7yo
Installation Type: seat belt","The child car seat should be suitable for a 7-year-old child.  
The child car seat should be a booster seat.  
The child car seat should be installed using the vehicle's seat belt."
2,2,4,0,3,Washable FabricRemovable Seat Cushion,"This is a good quality seat. My little one is on the small-side - a very short, slim 20 pounds, and he looks tiny compared to the seat. Even so, he seems very comfortable in it. We do a lot of traveling and he seems very comfortable and happy in this seat compared to the old baby seat. Maybe it is the soft, fluffy material?<br /><br />It was fairly easy to install. When the seat was not yet installed, I thought the adjustment handles were going to be difficult to use, but once installed I never noticed any issues (and forgot about it completely).<br /><br />My only slightly negative comment (I can't even say that it is a complaint) is that the seat is quite large for my vehicle. I have an older Toyota Highland. There aren't any clips in the middle seat, and the middle seat is slightly curved, so car seats have to be installed in one of the outside seats. In our Highlander, the seat folds down to make a larger trunk, with a 2/3 and 1/3 fold. We installed this seat in the outside seat that would allow the 2/3 seat to still fold down so that we can still access the third row seating. However, we can't fold down the 2/3 seat-back because of the giant &#34;wings&#34; on this car seat - without quite a bit of effort. We don't use the third row that much, and often it is just for kids who are happier to climb over the seat anyway, so it hasn't been too much of a problem.",266,Yes,"Seat Type: Rear Facing
Weight Range of Child: 20 pounds
Installation Type: clips
Material: soft, fluffy material","The car seat should be rear facing.  
The car seat should accommodate a child weighing 20 pounds.  
The car seat should be installed using clips.  
The car seat should be made of soft, fluffy material."
2,1,0,0,2,,This is an excellent option for a convertible car seat. It is easy to securely install which is a plus and my child seems to love it. It has head rest support and back support so that your child can ride in comfort and safety. I highly recommend a convertible car seat over conventional seats since they last longer. This will grow with your child from infant rear facing to toddler front facing and is overall very affordable compared to other options. I highly recommend.,85,Yes,"Seat Type: convertible car seat, infant rear facing, toddler front facing
Installation Type: easy to securely install",The car seat should be convertible to accommodate both infant rear-facing and toddler front-facing use. It should be easy to securely install.
0,1,0,0,5,,I was super excited about the nextfit because I love our Keyfit infant seat & thought this would be the ideal convertible. Boy was I wrong!! The seat is super sturdy & I have no doubt it's safe because it's by far the heaviest seat I've tried. But the straps are awful!! No matter what I do I can't get them right enough!! At first I thought I was doing it wrong but we have had this seat for 6 months now & it's still the same way! I don't feel like my 2&1/2 year old daughter is safe in this seat (or very comfortable) because the straps are always loose around her shoulders. Thankfully we mostly take my car which has a britax Marathon 70 in it & works like a dream!! We would have returned this seat but unfortunately it is literally the only seat that will fit in my husbands car (his headrest are at an odd angle & don't move). But if you have another option Pass on the nextfit & get something else.,178,Yes,"Harness Type: straps are awful, can't get them tight enough, straps are always loose around her shoulders",The harness straps need to be easy to tighten securely. It is acceptable if the straps sometimes feel loose around the child's shoulders.
1,2,1,1,0,"Super Easy, Car Rental inflatable packable portable luggage travel",Very easy to install. Comfortable for my 5yr old. Only minor complaint is that there is no way to affix a seatbelt pillow to allow my child to nap in long trips. She has a tendency to slip out of the shoulder belt when she falls asleep. The seat also has a tendency to slip around a bit on leather seats.,61,Yes,"Seat Type: Forward Facing
Weight Range of Child: 5yr old
Installation Type: Very easy to install
Material: leather seats","The car seat is easy to install.
The car seat is suitable for a 5-year-old child.
The car seat is forward-facing.
The car seat is compatible with leather vehicle seats."
1,2,0,0,2,Car seat and suitcase sold separately,"I bought this for my grandson.  He is only two but this item did not work for him.  His mother tried to use it to help her get through the air port.  Unfortunately, she was unable to move the suitcase with the car seat attached and ended up having to carry the car seat in her hand while holding her toddler's hand and also toting a 7 mth old in a sling.  They need to put in their ad that their is a weight limit so someone else does not waste their money as I did.",96,Yes,Weight Range of Child,The car seat must accommodate the child's weight range.
0,2,0,0,5,,"I love how big but slim this is! I have 4 stars for leg room merely because rear facing it still is a little bunched up. Easy to set up, easy to install, very cozy for the winter weather. Great price but even better price on prime day!",48,Yes,"Seat Type: Rear Facing
Weight Range of Child: 
Installation Type: Easy to install
Harness Type: 
Material: Cozy for the winter weather","The seat is easy to install.
The seat is cozy for the winter weather."
1,2,1,0,3,,My son today said his privates hurt while sitting in this car seat. Like other reviewers said the bottom buckle is way too close to the baby - there should be 2 more slots to extend position. Would NEVER buy again.,41,Yes,"Seat Type: Rear Facing
Installation Type: Clicktight","The car seat should be rear facing.  
The car seat should be easy to install with a clicktight system."
0,1,0,2,3,,"We searched long and hard to find the safest car seat we could, that would grow with our grandson, and would also fit in our BMW sport model car.  Very pleased with our purchase and how easy the seat is to move from one vehicle to another.  We were so pleased, we bought one for our daughters car too.",59,Yes,"Seat Type: Convertible
Installation Type: easy to move from one vehicle to another",The car seat can be easily moved between different vehicles.
1,2,0,0,2,Car seat and suitcase sold separately,"We used two of these. One with my 5 year old (about 42lbs) and one with my 3 year old (about 30 lbs). It worked GREAT with my smaller child, but not as well with my larger child. It was very convenient all the way to security, but not as much help after that. you definitely need to practice with it before you get to the airport and it helps to have two sets of hands to work on it. All in all, it made the airport much easier for us to deal with and it was very cost effective.",100,Yes,"Weight Range of Child: 5 year old (about 42lbs), 3 year old (about 30 lbs)",The car seat must accommodate a child weighing approximately 30 to 42 pounds.
0,2,0,0,3,,I chose to spend the money on this particular carseat after reading reviews from parents and reading that this carseat is one of the safest on the market. We absolutely love the carseat. This carseat installed in our car in less than 5 minutes with three easy clicks. I love that you can adjust the height of the straps without taking the carseat out of the car and you can adjust the straps with one pull. This makes it very easy to get the perfect fit every time I put my daughter in the car! The other perk about the carseat is that you can take the padding out of the seat without taking the carseat out of the car. My daughter spilt juice all over the seat and within 2 minutes I had the pad out and was in the washer. I would recommend this carseat to anyone that is in the market for one!&lt;,156,Yes,"Installation Type: installed in our car in less than 5 minutes with three easy clicks
Harness Type: adjust the height of the straps without taking the carseat out of the car, adjust the straps with one pull
Material: take the padding out of the seat without taking the carseat out of the car, pad out and was in the washer",The car seat can be installed quickly and easily. The harness can be adjusted without removing the seat from the car. The padding can be removed and washed without taking the car seat out of the vehicle.
4,0,0,0,0,,Very great car seat. Great quality. My baby looks comfortable in it. Very easy set up. And very easy to place baby in and out of the car. The seat is kinda heavy on its own. So it's even heavier with even just a 10lb baby in it. Or maybe I'm just weak. So I would recommend a travel system. Overall a very good car seat and brand.,68,Yes,"Seat Type: Rear Facing
Weight Range of Child: 10lb baby
Installation Type: very easy set up",The car seat should be suitable for a newborn baby. It should be very easy to set up.
0,2,0,0,0,,"This car seat is great.  It is very heavy, so if you have two cars I would leave this one in the car your child travels more in, and buy another one thats inexpensive and leave it in the other car.  We only have one car, so it works great.  I love that it reclines, so when my daughter falls asleep, I just reach my hand back and recline the seat for her.  I absolutely love it!  Oh and the colors are great!  I couldn't find this color in any store around town.",93,Yes,"Seat Type: Rear Facing
Installation Type: Seat Belt","The car seat can be installed using the vehicle's seat belt.
The car seat is designed to face the rear of the vehicle."
2,2,0,0,1,,Love this carseat! The cover is easy to remove and wash. Just throw it in the washer and dryer. Done and done. The seat is adjustable as the child grows so you don't have to keep buying g a different one each time. It has two cupholders which come in handy. Wise purchase.,53,Yes,"Seat Type: Convertible
Weight Range of Child: as the child grows
Installation Type: 
Harness Type: 
Material: cover is easy to remove and wash",The car seat should accommodate the child as they grow. The cover should be easy to remove and wash.
2,2,0,0,1,,"So far I love this car seat. I purchased it for my 9 month old daughter. It seems very comfy, but yet very safe and sturdy. My only issue is that even when the seat is in the most reclined position, her head still falls over when she’s asleep. As she grows I’m sure that won’t be an issue, but for now I just hate seeing her head in her chest when we’re going down the road.",77,Yes,"Seat Type: Rear Facing
Weight Range of Child: 9 month old",The car seat should accommodate a 9-month-old child. The car seat should be rear-facing.
0,0,0,2,0,,Absolutely love this car seat. It is extremely light and so easy to install/remove both the seat and the base. We have twins and a Mini Cooper so we were concerned about the size and weight of the car seats. These were light enough for me to carry one in each hand which I did often with no problems. Sadly we moved on to other seats when the biggest baby was 22 lbs due to height. We miss the Chicco due to the ease of removal out of the base. Our current seats are a nightmare to separate from the base and the baby has to endure the ride. Luckily we just leave the seats in the base most of the time since the twins are older. I was also surprised that our current seat (Gracco 35 quick connect) allows me to move my seat back more. I'm 6 ft so that's important. Still a great seat and I'd buy it again.,162,Yes,"Seat Type: Rear Facing
Weight Range of Child: 22 lbs
Installation Type: base, easy to install/remove, separate from the base","The seat should be rear facing.  
The seat should accommodate a child weighing 22 lbs.  
The seat should have a base that is easy to install and remove.  
The seat should be separate from the base."
4,2,0,0,2,,"Love the carseat. It is easy to hook into car, and get a proper fit. Its pretty lightweight. The pink accents are just perfect for a little girl. The only reason for 3 stars is the packaging. When it arrives, the box seemed kind of smashed in and had a big rip in it. The carseat its self is great, I just wasnt a fan of the packaging.",68,Yes,"Seat Type: 
Installation Type: easy to hook into car",The car seat is easy to install and secure in the vehicle.
2,1,0,0,1,,"We bought this car seat for my 10 month old daughter, who sits rear facing. It's comfortable for her to sit in, but the base slides up all the time.  Our seats are not leather (I saw someone else also had this problem but the had leather seats.  We do not and we still have this problem.) By the time we get to our destination, my daughter will practically be laying on her back because the base has slid up. We even took it to the state's certified car seat technicians to install it since we were having so much trouble.  They got it to install correctly, but it took a long time.  But within a month, we are struggling with the sliding once again.  It is really, really hard to tighten the strap to the base, but it loosens very easily.  This is very dangerous if we were to get in a car accident! I don't think this would be an issue if I put the car seat forward facing, but it is meant for smaller children.  I would never recommend this seat to anyone.",186,Yes,"Seat Type: rear facing, forward facing
Weight Range of Child: smaller children
Installation Type: strap to the base","The seat accommodates both rear-facing and forward-facing positions.  
It is suitable for smaller children.  
The seat can be installed by strapping it to the base."
0,2,0,0,5,,This car seat is great and fits really well into our VW Golf forward and rear facing with plenty of space for the passenger up front and in the back. We actually have a tad more space with this seat compared to our Chicco KeyFit 30 infant seat.<br />It is super easy to install and buckle up without having to pull the straps from behind her. We’ve only been using it for a week but love it so far.,79,Yes,"Seat Type: Rear Facing, Forward Facing
Installation Type: easy to install",The car seat is easy to install in both rear-facing and forward-facing configurations.
0,1,0,2,3,,I love this carseat!  I am able to put it in my car easily with no help.  I don't mind putting it in someone else's car just for one trip because it is that easy!  It is not too heavy and it is also very easy to clean.  I definitely recommend this carseat!,53,Yes,"Installation Type: easy to put in, easy to put in someone else's car
Material: easy to clean","The car seat is easy to install and transfer between vehicles.  
The car seat is easy to clean."
1,2,1,2,2,Ergonomic car seat base,This is our first Diono seat and I love it!! It fits really good in my 2018 Hyundai Tucson.  The buckle is a little tight but with practice it will work itsself out.  When my 5 yr old sits in it it is very roomy with lots of padding so she will definitely have room to grow. We also bought a Chicco Kid Fit for my husbands smaller car.  They both match up and I think they are both great. The Diono is more roomier and bulkier so depending on the kid and your car it may or may not fit.  My daughter loves it so far!,107,Yes,"Seat Type: Convertible
Weight Range of Child: 5 yr old
Material: lots of padding",The car seat should accommodate a child up to 5 years old. The car seat should have ample padding for comfort.
1,2,1,1,0,,"We have bought Graco boosters with the latch system, which are great.  We bought this one accidentally, thinking it was the other one that tethered.  Since it doesn’t tether, I would not use it backless.  I would fear that in a rollover crash it would slip out if position. Go with the other one with the latch system.",58,Yes,"Installation Type: latch system, doesn’t tether
Seat Type: backless",The car seat can be installed using a latch system without requiring a tether. The car seat is backless.
2,1,0,0,3,,"La verdad tenia muchas opciones y no sabía cuál comprar para mi hija de un año , me sirvió mucho leer los comentarios de esta silla y siento q fue una gran compra no solo por el precio sino por la calidad y la comodidad de esta silla , mi hija va súper en esta silla la cual puede usar a contramarcha que era lo que también buscaba lo único q no me gusta es q los portavasos son muy fáciles de quitar y mi hija los quita de resto es genial",92,Yes,"Seat Type: a contramarcha (Rear Facing)
Weight Range of Child: un año (1 year old)",The car seat should accommodate a one-year-old child in a rear-facing position.
0,1,0,0,0,,"This Carseat seems really great, it got great safety reviews and my son seems really comfortable in it. I love that it can be rear facing or forward facing! It's easy to install but really hard to uninstall and it has to be taken out of the car to adjust the straps. You can imagine that this is a bit of a problem with a growing baby. I cannot get it installed, my husband has to do it. I give it three stars only because of this fact. Otherwise, it's great!",91,Yes,"Seat Type: rear facing or forward facing
Installation Type: easy to install, hard to uninstall, taken out of the car to adjust the straps, cannot get it installed","The car seat can be installed easily.  
The car seat can be installed securely without being taken out of the car to adjust the straps.  
It is acceptable if the car seat is hard to uninstall.  
It is acceptable if the car seat cannot be installed correctly in some vehicles."
0,1,0,0,1,,"This car seat is amazing! Easy and quick setup! We use it for our 10 month old at 25lb in a rear-facing mode.<br /><br />We bought 2 of these one for the 2013 Escape and one for the 2014 Fusion. The seat is quite big  in a rear-facing mode. So, if the front seat passenger is over 6 feet it is not the most comfortable ride; but this is the case for most (if not all) rear-facing car seats.",79,Yes,"Seat Type: rear-facing mode
Weight Range of Child: 10 month old at 25lb",The car seat should accommodate a 10-month-old child weighing 25 pounds in a rear-facing position.
0,1,0,0,0,,"This is exactly what I was hoping it would be, a decent basic car seat that could stay in our car, that is easy to use and adjust for our front facing toddler.<br /><br />Why I like it:<br /><br />Price<br /><br />Easy to use strap tension adjustment<br /><br />Does what I need it to do without paying for a bunch of extra bells and whistles that I did not need",70,Yes,"Seat Type: Forward Facing
Harness Type: Easy to use strap tension adjustment","The car seat should be forward facing.  
The harness should have an easy-to-use strap tension adjustment."
0,2,0,0,5,,I have the full size and decided to get the slim version for my husbands truck. Unfortunately this version does not have the seatbelt lock behind the padding which is very much needed when you are not using the latch system in an older vehicle! I had the seatbelt as tight as it would possibly go and the car seat would still move a foot!,65,Yes,"Seat Type: slim version
Installation Type: latch system, seatbelt",The car seat should be a slim version that fits easily in the vehicle. It should be installable using either the latch system or the vehicle's seatbelt.
1,2,1,2,3,,"Great seat that grows with the kids as they outgrow everything at light speed.<br /><br />The seat back adjusts in height AND width.<br /><br />The material quality is awesome.<br /><br />It's got cup & snack holders that can be hidden when things are tight or they aren't needed.<br /><br />The latch attachments are easy and quick to install or remove.<br /><br />There's a seat belt guide that moves with the seat back as it adjusted so the belt is always at the right place for your little one.<br /><br />And the seat is solid, but light weight so it's not a pain to change it between cars.",107,Yes,"Material: The material quality is awesome.
Installation Type: The latch attachments are easy and quick to install or remove.","The material quality is awesome.
The latch attachments are easy and quick to install or remove."
0,0,0,0,5,,I love this car seat! I just had my youngest of three and I needed something that would fit between two car seats. I have a Chevy equinox and this fits perfectly between a toddler car seat and a booster! It looks great and is super light weight yet sturdy!,50,Yes,"Seat Type: Rear Facing  
Material: super light weight","The car seat is rear facing.  
The car seat is super light weight."
1,2,1,0,3,,"I purchased this seat after it was recommended by a friend.  It is a little hard to buckle and unbuckle.  The metal buckles that go into the harness portion have to be at just the right angle to click in.  Then the whole middle portion has to be at the right angle to unbuckle it.  The top plastic buckle is difficult to unclip as well.<br /><br />The metal buckles slide all the way down between the back of the seat and the arm rest so when you are trying to buckle the child in you have to reach down pretty far to get the buckle and slide it back up.<br /><br />It is good as far as the size of my child.  I needed something for my child who is 5, but is very light so we still wanted the five point harness.  For the price it worked out ok.  If I had more money, I probably would have returned it and tried for a seat that was a little more user-friendly.",172,Yes,"Seat Type: Forward Facing
Weight Range of Child: 5 years old, very light
Harness Type: five point harness",The seat should accommodate a forward-facing position for a child. The seat should be suitable for a very light 5-year-old child. The seat should have a five-point harness.
3,2,2,0,1,"Online Chat: Chat with our ParentLink customer service experts online in real time, Live Video Installation Support: Schedule an appointment to have a certified car seat safety technician guide you through a proper vehicle installation","I’m so disappointed in this car seat. I purchased it sometime. I think November it was manufactured 9-12-22. I have reached out to the manufacturer several times and nobody returns my calls. The buckle between their legs is too short so when you go to snap it, I put my hands behind it but two times I have pinched her leg and she is only 42 pounds, every other car seat straps are plenty long, but the straps are short and the one between the legs is especially short. There was even an investigation and they took pictures of the car seat and everything and they saw how short the piece was between the legs. This particular one is not worth it. Now, my daughter cringes when I go to buckle her even though I am so careful.  I can’t seem to get a refund, so I am just donating it to a friend that has a baby that I will never buy one of these again.",167,Yes,"Harness Type: buckle between their legs is too short, straps are short, the one between the legs is especially short
Weight Range of Child: she is only 42 pounds","The harness buckle between the legs is acceptable even if it is too short.  
The harness straps are acceptable even if they are short.  
The harness strap between the legs is acceptable even if it is especially short.  
The child's weight is acceptable even if it is only 42 pounds."
2,2,0,0,1,,The seat was a little bigger than expected when it was tilted to proper degree. Left little one plenty of room but did have to adjust the seat infront of it. As far as installation it was a breeze hooked perfectly into the back seat.,45,Yes,Installation Type: hooked perfectly into the back seat,The car seat needs to hook perfectly into the back seat.
4,2,0,1,0,,"Great seat! I bought 2 and they came quickly and work awesome in my car - but the insert for the cupholders was missing in both boxes. The seats didn't seem worth returning because of just that, but now that I've had them for over a month I should have because my daughters struggles to get their drinks in and out of the collapsed cavity. I already had 2 of these seats for my older daughter (it is very narrow and great if you have multiple carseats installed), but I ended up having to put the two older seats in our bigger family car so the kids have cup holders on trips, and the two newer seats that came without the cupholder inserts are now in my husbands truck because the kids spend less time in there. Buy this seat....its awesome, BUT, return it right away if the cupholder insert is missing.",152,Yes,"Seat Type: very narrow  
Material: cupholders, cupholder inserts","The car seat needs to be narrow.  
The car seat needs to have cupholders.  
The car seat needs to have cupholder inserts."
