Screen Size,Display Type,Special Features,Waterproof Rating,Battery Life,Target Audience,Review,review_word_count,Has_Relevant_Attribute_Info,Attribute_Related_Content,Synthesized_Customer_Needs
0,0,"Activity Tracker, Heart Rate Monitor, Sleep Monitor, Oxymeter (SpO2), Blood Pressure Monitor, Pedometer, Calorie Tracker, Distance Tracker, Notifications, Sedentary Reminder, Music Player, Daily Workout MemoryActivity Tracker, Heart Rate Monitor, Sleep Monitor, Oxymeter (SpO2), Blood Pressure Monitor, Pedometer, Calorie Tracker, Distance Tracker, Notifications, Sedentary…  See more",2,0,"Woman, Mother, friend, wife, grandmother","[[VIDEOID:1ffc538437a3ad517cd2e3c1798bfbcd]] This is the first sport watch I've ever got, and it exceeds my expectation! I go to the gym on a regular basis, so having a wearable device that tracks my heart rate and calories burned is definitely something I enjoy. To my surprise this watch comes with many other features like it can remind me to drink water, tracks my sleep, and can even help me find my phone lol (there's a phone vibration feature). Also the watch is much lighter than I expected. The two wrist bands I got are just so cute, love the pink one the most, it feels very good to touch.",108,Yes,"Battery Life: battery capacity, runtime",The customer needs a smart watch with sufficient battery capacity and runtime.
0,2,"Time Display, Sleep Monitor, Calendaring, Text Messaging, Alarm Clock, Notifications",2,1,Unisex Adult,"I kept seeing smart watched and thought they were horrible and too bulky for women, plus I could not really understand their uses. However, i did want something to encourage me to be healthier and save me cellphone battery life. I thought about the leaf, but was undecided as it seemed a bit annoying that it had no screen. Finally the other day I was at best buy and saw this and it totally won me over because it was so pretty. Decided to give it a try and it is awesome.<br /><br />Pros<br />It looks so pretty and not like a smart watch at all.<br />It is nice to have a watch again and I like that you can change its clockfaces to what you are wearing, and that can add weather and<br />Battery life, charge it while I shower and boom all good for 2 regular days or one when I go out at night. So even if I forget no problem.<br />It tracks my sleep, even deep sleep and my walking and biking, which is awesome and exactly what I wanted.<br />I like being able to send texts via voice and add reminders.<br />The vibrating alarm is the best, especially if you share a bed or a room as it just wakes you.<br />Some people do not like epaper, I am a huge kindle fan I like it as it makes it look like a watch and love how long the battery lasts. Some complain it lasts less than other pebbles but two days is enough, I mean I am not planning on going trecking with it so cannot understand why people need it for more time.<br /><br />Cons<br />I wish there was a clock face in clear color that had weather, steps and the hour, all the ones that do all three are dark and thus do not work well for the night.<br />I wish you could install two languages at once for dictation etc, I am bilingual and answering Spanish texts in English is a bit weird.<br />I wish there was an easy way to control my spotify for my phone, it only seems to work with my music and I have hardly any.<br /><br />Overall I am super impressed, best whim purchase ever. I had actually gone to best buy for a hard drive which ended up not working so I returned it, while this is staying, but it is way cheaper in amazon so get it here!",414,Yes,Battery Life: charge it while I shower and boom all good for 2 regular days or one when I go out at night. So even if I forget no problem. love how long the battery lasts. Some complain it lasts less than other pebbles but two days is enough,The battery needs to last long enough to be reliable for regular daily use without frequent charging. It is acceptable if the battery lasts for two days under normal conditions. It is acceptable if the battery can be quickly recharged during short breaks. It is acceptable if the battery life is sufficient to avoid issues even if charging is occasionally forgotten.
2,0,"GPS Tracking, Bluetooth Connection, Weather, schedule, appointments, Workout and heart rate monitor, Andriod and IOS Compatible, Samsung PayGPS Tracking, Bluetooth Connection, Weather, schedule, appointments, Workout and heart rate monitor, Andriod and IOS Compatible, Samsung Pay  See more",2,1,Unisex Adult,"I bought this watch to replace my Galaxy Watch Active 2 that had stopped working after swimming with it (so much for being waterproof).<br /><br />I was hesitant to buy this watch as they are just about to release the Galaxy Watch 4, but given the price I figured I could wear this for a while and upgrade later.  The watch I received is in excellent condition.  No visible scratches and the battery life is great (I can at least 3 days if I turn off the always on display).<br /><br />Feature-wise, it has the majority of the features of the Active 2.  It has no ECG, but according to my cardiologist, unless you have AFib it is a useless feature.  The physical rotating bezel is much better than the virtual one on the Active 2.<br /><br />If you are looking for a low priced smartwatch, this is a great choice.",151,Yes,Battery Life: battery life is great (I can at least 3 days if I turn off the always on display),The customer needs a smart watch with a battery life that lasts at least three days when the always-on display is turned off.
1,1,,2,0,Women Men Kids,"Love the look and ease of use of this smart watch! The steps and most measurements are fairly accurate. Two caveats, however—the battery life is only about three days, not seven, and the sleep feature adds an extra hour onto the actual wake time. I have no idea how to correct either of those, but they kept me from giving this watch a 5.",64,Yes,"Battery Life: battery life is only about three days, not seven",The battery life lasting about three days is acceptable.
1,2,Smart Watch Bluetooth 5.0 Activity Tracker with Heart Rate Monitor Sleep Monitor Pedometer,2,0,Unisex Adult,"This watch was a perfect gift for a smart watch at a reasonable price.  It’s been used for a week and we have not had to charge it yet.  It pairs up nicely with an iPhone.  There have been no lags in texts, music control, or camera control.  The step tracker is accurate.",53,Yes,Battery Life: It’s been used for a week and we have not had to charge it yet.,The customer needs a smart watch that can operate for at least a week without requiring a charge.
1,2,"Bluetooth Calling, Full touch HD large screen, Fitness tracker, 18 sports modes, Multi-sport tracker, Sleep monitoring, Heart rate monitoring, Long standby, Weather forecast, Music control, Remote camera, Sedentary reminder, Alarm clock, Smart Information reminderBluetooth Calling, Full touch HD large screen, Fitness tracker, 18 sports modes, Multi-sport tracker, Sleep monitoring, Heart rate monitoring, Long standby, Weather forecast, M…  See more",2,0,"Women, Girls","[[VIDEOID:34f9808b6483c314c2b135d2f6704d95]] I just wanted something that has a pleasing appearance and allows me to choose the backdrop. Figuring out how to add contacts and figure out the program itself took a little bit of practice. It is convenient because you may upload your own picture to use as a watch face. This watch has an incredible speaker, and the sound comes through loud and clear on both ends!! The music is very clear as well. I really like the colors, plus it includes an additional band. That can't be topped. Excellent value for a smartwatch that serves as an alternative to others that cost more. We are not yet in a position to comment on the battery life, but it did arrive fully charged.",124,Yes,"Battery Life: We are not yet in a position to comment on the battery life, but it did arrive fully charged.",The battery life is acceptable even if not yet fully known.
0,2,"Time Display, GPS, Heart Rate Monitor",2,1,Unisex Adult,"I really wanted to love it.  I really did.<br /><br />Lets preface this review with what I was hoping to get out of it - A fitness-focused watch that moonlights as a smartwatch.  Overall I was unimpressed with the smartwatch features.  Syncing it to my Google Pixel, the notifications it receives and displays are very limited.  There isn't much you can do about that, but it didn't really feel like there was much to it.  Also, they were often delayed by 10 minutes.  My phone was always in my pocket near the watch, not sure if this was just a lemon or if it is something to do with the watch itself.<br />The screen was also pretty underwhelming.  In comparison to what the fitbit iconic looks like, the garmin falls short.  The iconic is more crisp and bright, the vivoactive is more pixel-y and dull.<br /><br />What I was most interested in were<br /><br />I was pretty happy with the battery life.  It would be nice if you could extend the battery life by the fitness tracking aspects of it.  It takes some customization to get it to do what you really want - I could not figure out how to threshold the activity tracking so that just normal walks to and from places weren't counted as exercise.  I ended up turning the automatic tracking off.<br />The rep-counting was not accurate at all.  Punching in data retrospectively was difficult as well.  If I wanted to say I did squats with 150 pounds, I would have to sit there and wait for the numbers to go up one by one if logging it through the watch.<br />Swimming with the watch was great, I love that you can track SWOLF scores through the app.  However when the watch is submerged it becomes difficult to operate and the touch sensitivity is pretty whacko.  turning constant HR off, but that is not possible.<br /><br />Overall, the basic features of the watch are fine but very difficult to control with swipes and the 1 button on the side.<br /><br />The cons didn't justify the $300 price tag, so it was returned.  Maybe once there have been some software updates and it has been on the market longer I will re-evaluate.",375,Yes,"Screen Size: 
- The screen was also pretty underwhelming. In comparison to what the fitbit iconic looks like, the garmin falls short. The iconic is more crisp and bright, the vivoactive is more pixel-y and dull.

Display Type: 
- The screen was also pretty underwhelming. In comparison to what the fitbit iconic looks like, the garmin falls short. The iconic is more crisp and bright, the vivoactive is more pixel-y and dull.

Battery Life: 
- I was pretty happy with the battery life. It would be nice if you could extend the battery life by the fitness tracking aspects of it.","The screen should be crisp and bright.
The screen should not be pixel-y or dull.
The battery life should be satisfactory.
It is acceptable if the battery life is not extended by fitness tracking features."
1,0,"Time Display, Sleep Monitor, Phone Call, Heart Rate Monitor",2,1,Unisex Adult,It's amazing smart watch so terrific .<br />The only issue I face the battery life doesn't remain all day or at least 12 hours ..<br />That's the only thing should be improve,32,Yes,Battery Life: battery life doesn't remain all day or at least 12 hours,The battery life should remain all day or at least 12 hours.
0,1,"Email, Calendaring, Sedentary Reminder, Activity Tracker, Pedometer, Time Display, Sleep Monitor, Text Messaging, Alarm Clock, Camera, Calorie Tracker, Notifications, Heart Rate MonitorEmail, Calendaring, Sedentary Reminder, Activity Tracker, Pedometer, Time Display, Sleep Monitor, Text Messaging, Alarm Clock, Camera, Calorie Tracker, Notifications, Heart R…  See more",2,1,Women,"First off, I own the Umidigi Uwatch2 as well as a Mobvoi Ticwatch S. I'm very familiar with expectations around smart watches, and for the money it's hard to get better than the Uwatch. This 2s is an improvement over the 2, especially if you prefer the round face. Pictures comparing the Uwatch 2s and my Ticwatch. The Uwatch is thinner and lighter.<br /><br />I mostly use these watches for notifications and step tracking. The heart rate, pulse ox, and blood pressure features are nice. I haven't compared them to standalone devices but the fact that they're even included is a bonus.<br /><br />The watch face is responsive, and the Da Fit app is an improvement over the Very Fit Pro that you had to use with the 2. Battery life is excellent. I just got it, but I expect it to perform on par with the rating.<br /><br />Overall, best smart watch for the money.",156,Yes,Battery Life: Battery life is excellent.,The customer needs the battery life to be excellent.
1,1,"Dual Display, Built-in GPS",2,1,Unisex Adult,"I bought this watch from the Mobvoi website and I am enjoying it very much. This is my first smartwatch and had to do some homework before taking the plunge.<br /><br />One thing that I like about this watch is the LCD display that gives you the basic info that is usually on traditional watches. This saves your battery and doesn't look too flashy when you dont want it too. This is to say that you can turn this simpler screen option off and have a dimmed version of your smartwatch face if you like that more.<br /><br />Another point is that there are a lot of options to customize how you use it. So you can tap to wake, tilt to wake, or use the buttons to wake. You can designate on of your buttons to open a specific app and add apps on you main watch face as a shortcut. You can even turn off the fitness stuff if you don't like them, such as steps, automatic heart rate monitor, and so on.<br /><br />This watch is comfortable as I wear it at the gym and at work. The design is nice and suits my casual/sporty style.<br /><br />One thing that can improve is the performance. Wear OS can be slow at times but once the watch warms up after a couple seconds of use, there is no lag but one would notice some lag when first opening an app or using the watch first thing in the morning. One thing that would help this problem is increasing the RAM, which Mobvoi has done with the newer Ticwatch pro LTE, but I haven't had the chance to use it so I can not say if this would help but reviewers claim it does. The watch will update to a newer OS version when powering up the first time and I can't wait for the next update!<br /><br />Overall, I love this watch and I will continue to use it for years to come until it breaks. My experience with Mobvoi has been good as they delivered the item as expected and checked on my experience after I had used the watch for a week or two.",368,Yes,Display Type: LCD display,The customer needs a watch with an LCD display.
1,1,"Time Display, Sleep Monitor, Activity Tracker, Pedometer, Heart Rate Monitor",2,0,"Men,Women","This smart watch is very cool. It has features similar to that of the apple watch especially the looks. Particularly liked the battery capacity. Its awesome ! Also the default apps like the pedometer , heart rate etc function by default without the necessity of a smart phone. Charging cable is cool too with the way it is unilateral in direction of charge.<br />However the only con I noticed was it kind of leaves water stains at the back on prolonged water usage and on the band.<br /><br />Overall a great investment. My daughter loves it!!!",96,Yes,Battery Life: Particularly liked the battery capacity.,The customer needs a smart watch with a long-lasting battery.
0,1,Heart-rate-monitor-feature,2,1,"Men,Women",This watch does more and is better than my Fitbit at the fraction of the cost the battery lasts forever my Fitbit I have to charge every night hard to track my sleep this one are charged once a month what a great product this is,46,Yes,"Battery Life: battery lasts forever, charged once a month",The customer needs the battery to last a long time and only require charging once a month.
2,1,"Time Display, Sleep Monitor, Email, Calendaring, Activity Tracker, GPS, Pedometer, Notifications, Heart Rate MonitorTime Display, Sleep Monitor, Email, Calendaring, Activity Tracker, GPS, Pedometer, Notifications, Heart Rate Monitor  See more",2,0,Men,"I've had several smart watches and this is, by far, my favorite. It's my second Umidigi watch and the first one was good but this Uwatch GT is so much better.  Everything about it has been great.  I'm not a big fan of  digital watch faces and this watch includes two traditional chrono type faces as well as two digital faces.  The build quality is very good, especially at this pricepoint.  The heart rate, calories burned, steps, etc. seem much more accurate and realistic vs. other smart watches I've tried.  It displays notifications from several popular apps, though not all.  The only slightly negative thing I have to say about it is that it's a little thicker than I normally like but it's designed so well I hardly notice it.  All in all, it's a fantastic value that I would recommend to others and even buy again myself.",148,Yes,"Screen Size: a little thicker than I normally like
Display Type: includes two traditional chrono type faces as well as two digital faces","The screen thickness is acceptable.  
The watch includes both traditional chrono and digital watch faces."
0,2,"Time Display, GPS, Heart Rate Monitor",2,1,Unisex Adult,"First off, I had a pebble time smartwatch. Which in my opinion was the one of the best smartwatches period. After pebble was purchased by Fitbit it was hard to find another smartwatch that came close to the battery life and had an always-on screen. This watch does all that.<br /><br />Let me say, I get an easy 7-8 days off battery life out of this watch. That is with my personal settings, you will not get 7-8 days if use the stock settings of the watch. More like 5 days with stock settings.<br /><br />The watch is extremely comfortable to wear and it's pretty much unnoticeable after a few days of wearing it.<br /><br />Another upside is that the watch is not too thick. I also tried out the ticwatch pro but it was just too thick for my liking. Coming in at 11.7mm this is one of the thinner smartwatches out there.<br /><br />The Garmin connect app is also very detailed and intuitive. And the Garmin IQ app and gives you thousands of watch faces to choose from.<br /><br />So it's thin has great battery life and it has an always-on screen. What's not to like.<br /><br />To achieve a 7-8 day battery life set the backlight to 0%. Then change the face on the watch to have a white background and black text for the numbers and info. Then the watch is pretty much readable in any lighting condition except complete dark. That will give you the best battery life. Checkout the photos to see what I mean about the watchface. The last photo was taken in a very dark room and you can clearly see how visible it is. Also not using GPS everyday helps too. I still get that 7-8 days battery life with about an 2 hours of GPS usage, responding to notifications and using the Garmin pay features. The blacklight turns on every time you interact with the watch, that's why turning it off by going to 0% is crucial for battery life in watch.<br /><br />This watch is great, just get it. It's worth every penny.",354,Yes,"Battery Life: easy 7-8 days off battery life, 5 days with stock settings, 7-8 day battery life, best battery life, 7-8 days battery life with about an 2 hours of GPS usage","The customer needs a smart watch with a battery life that lasts 7-8 days under typical use, including with some GPS activity. A battery life of around 5 days with standard settings is acceptable. Having the best possible battery life is important."
1,1,"Dual Display, Built-in GPS",2,1,Unisex Adult,The watch totally died in less than 1 week not charging not opening<br />first i made wrong that i charged the watch with 2A charger and after that i found its not charging so i found that it should be 1A MAX<br />after that i charged with 1A it charged 1 time to 58% only (i left it charging more than 10 hours) but charging didn't increase than 58%<br />now the watch is not charging at all<br />all the above related to the final problem however using the watch wasn't the best idea the quality of the watch and the software should be for a watch with max 100$ not 250$ i face very bad experience in the software<br />1- Enabled google pay and add my card to it then the watch it self removed the card and disabled google Pay :(<br />2-There are alot of issues in Wear OS i was wondering why each company making its watch OS but after using Wear OS i will never buy a watch with wear OS again.<br />3-Watch battery won't last more than 2 days any advertising word saying 20 days or 30 days all are fake to use the watch for this period it will function similar to 10$ watch just give you time and date.<br /><br />last word to say its a low quality Chinese product with premium price,229,Yes,Battery Life: The watch totally died in less than 1 week not charging not opening; charged the watch with 2A charger and after that i found its not charging so i found that it should be 1A MAX; charged with 1A it charged 1 time to 58% only (i left it charging more than 10 hours) but charging didn't increase than 58%; now the watch is not charging at all; Watch battery won't last more than 2 days any advertising word saying 20 days or 30 days all are fake to use the watch for this period it will function similar to 10$ watch just give you time and date.,"The watch battery should last for the advertised duration without requiring frequent recharging.  
The watch should charge reliably and fully when connected to a compatible charger.  
The watch should maintain its full functionality throughout the claimed battery life period.  
It is acceptable if the watch battery does not exceed two days of use.  
It is acceptable if the watch stops charging after certain usage or charger incompatibility.  
It is acceptable if the watch only charges to a partial capacity and does not reach full charge."
1,0,Heart Rate Monitor,2,1,Unisex Adult,"It has a design adapted to the feminine and masculine wrists, it has the same features as the watches much more expensive on the market (or even better).<br />I don't regret my purchase.<br />The battery lasts at least one day with normal use.",43,Yes,Battery Life: The battery lasts at least one day with normal use.,The battery lasts at least one day with normal use.
0,2,Heart Rate Monitor,2,0,"Men,Women","PROS:<br />• Connects to a great app that allows you to set alerts and alarms<br />• Sleep tracker is impressively accurate! This is one feature I didn't realize I would like so much<br />• Waterproof is a bonus<br />• Clean design with a huge variety of functions for every need and/or activity<br />• Comfortable wrist strap<br /><br />CONS:<br />• I noticed it tended to undercount my daily steps. I tested it alongside the TicKasa A1 and my phone's step counter, and it consistently returned a lower step count<br />• As much as I like all of the functionalities (and the general design of the watch itself), it's a pretty sizable watch – especially on my tiny wrist<br /><br />Would like to see different types of straps for this watch!",129,Yes,Screen Size: sizable watch – especially on my tiny wrist,The watch should be sizable even on a tiny wrist.
0,1,"GPS, Music Player, Contactless Payments, Incident Detection, Distance Tracker, Sleep Monitor, Activity Tracker, Time Display, Notifications, Multisport TrackerGPS, Music Player, Contactless Payments, Incident Detection, Distance Tracker, Sleep Monitor, Activity Tracker, Time Display, Notifications, Multisport Tracker  See more",2,1,Unisex Adult,"For anyone who has had a Garmin watch before, you pretty much know what you're getting here.  The battery life, weight, display quality, and accuracy of this watch are all top notch.  I like the added features of this one; PulseOx, Body Battery, and enhanced metrics are all nice to have.  Even with regular workouts that use the GPS, the battery on this watch lasts for days and days without having to recharge.  The Garmin ecosystem with their app and how it plugs into others (MyFitnessPal, Strava, etc) all work seamlessly as well.  Big fan of this watch!",98,Yes,"Battery Life: battery on this watch lasts for days and days without having to recharge
Display Type: display quality are all top notch","The watch should last for days and days without needing to be recharged.
The display quality should be top notch."
0,1,"Email, Calendaring, Sedentary Reminder, Activity Tracker, Pedometer, Time Display, Sleep Monitor, Text Messaging, Alarm Clock, Camera, Calorie Tracker, Notifications, Heart Rate MonitorEmail, Calendaring, Sedentary Reminder, Activity Tracker, Pedometer, Time Display, Sleep Monitor, Text Messaging, Alarm Clock, Camera, Calorie Tracker, Notifications, Heart R…  See more",2,1,"Men,Women","The first thing that you need to know about this watch is that it is not comparable to the $200 plus watches that are on the market. This is a economical smartwatch. It is a very clean, stylish watch that does pair easily with your device and yet the app is somewhat sketchy on a daily basis as is whether or not it will connect with the device. One thing that I do want you to know is you will notice the picture with the two watches, the pink one is the one that I bought for my wife first and then the second one is the black one that I bought for myself. You will notice a difference in the watch faces in that the one on the pink watch is larger than the one on the black watch. When I contacted customer support they told me that they had to make the face smaller to keep the watch competitive. Not sure I understand why. One thing I am very impressed with is to watch face. I'm a very on hands general contractor and I've been using this as my daily watch for over a month now and I'm very pleased to say that the face of the watch looks just as clean as it did when I took it out of the box. The magnetic charger is small and the attaches to the watch very securely for charging and the battery life on this thing is absolutely amazing. If you're looking for a clean simple everyday watch with great battery life I highly recommend this one.",268,Yes,"Screen Size: the one on the pink watch is larger than the one on the black watch; they had to make the face smaller
Battery Life: the battery life on this thing is absolutely amazing; great battery life","The customer needs a larger screen size.  
The customer needs a smaller watch face to be acceptable.  
The customer needs amazing battery life.  
The customer needs great battery life."
0,2,"Health Monitor, GPS",2,1,"Men,Women","The first thing I noticed about the Ticwatch E3 is that it's *really* fast. Apps open quickly, animations don't hitch, content doesn't take forever to load; it's hard to make this watch miss a beat, the result of which is a much more polished and usable experience than I've had on any other Wear OS watch. The watch also packs GPS for workout tracking and NFC for Google Pay, which still aren't guaranteed on every model of watch.<br />  Mobvoi's fitness suite is fully featured and well-designed. I'm not a fitness guru, but I like being able to view my steps and sleep info, and i particularly appreciated that I could tell the watch I'm not after mad gains, just trying to stay healthy.<br />  But the cracks start to show with little annoyances, such as the lack of auto brightness and a rotating crown. Having to click your brightness up or down a couple times a day isn't a huge deal, but it adds up over a long time, and you'll feel the lack of a crown anytime you scroll through a long message.<br />  Unfortunately typical of Wear OS, the battery will only last just over a day with medium use, mostly music controls. Mobvoi did throw in a custom Essential Mode, however, which activates automatically on low battery and claims to greatly extend your uptime, in exchange for only showing the time, steps, and heart rate when it blinks on the display. That's a display you probably won't be keeping on all the time; the LCD gets the job done, but you can see the backlight bleeding through in dark rooms, which may be distracting for some people.<br />  Overall, it's a rock-solid wear OS watch on a budget, and it's earned its spot in my daily smartwatch rotation. For $50 less, it would be an instant recommend. But with the Samsung Galaxy Watch 4 looming overhead, offering improvements to every spec for a starting price of just $50 more, the Ticwatch E3 might struggle to find a niche.",342,Yes,"Battery Life: the battery will only last just over a day with medium use, mostly music controls; custom Essential Mode, however, which activates automatically on low battery and claims to greatly extend your uptime
Display Type: the LCD gets the job done, but you can see the backlight bleeding through in dark rooms","The battery should last just over a day with medium use, including music controls. A custom mode that activates automatically on low battery to greatly extend uptime is acceptable. The display getting the job done is acceptable, and seeing backlight bleeding through in dark rooms is tolerable."
2,0,Notifications,2,1,Unisex Adult,"Didn't buy this on Amazon, but paid about the same. For the low price of $40 it's seriously an awesome watch.<br />I've been wearing it on the weekends since I bought it 4 months ago. (I wear a G-Shock during the week because I work with heavy machinery) The notifier is particularly awesome when I'm driving and can glance at who texted or called me easily. This is also great when I'm home because I usually leave my phone around. I put a screen protector on and a 22mm NATO band and it looks great. The face isn't a touch screen btw, the watch just has a motion sensor in it, so you can trigger it by flicking your wrist instead of tapping the screen. The battery does last days. I only charge it every few weeks since I only wear it a couple days a week. Bluetooth drains my phone though...<br /><br />Only things I wish could be done better is all software related. You can only check a notification from the last five minutes, would be nice if you could check older messages. Also since it already has a motion sensor in it, a step counter would be nice. Only hardware issue I have is I wish it was water resistant, but I wash my hands with it carefully, and my son has drooled all over it with no problems.<br /><br />It doesn't look like a $300 watch. It isn't a fashion piece. It's a little bulky. But at the end of the day its a very functional and good looking bare bones smart watch. If this one breaks I would probably buy another one, but might consider upgrading to the next expensive Martian.",286,Yes,"Screen Size: 
Display Type: The face isn't a touch screen
Battery Life: The battery does last days. I only charge it every few weeks since I only wear it a couple days a week.","The watch face does not need to be a touch screen.
The battery needs to last for days on a single charge.
The battery needs to last for weeks when the watch is worn only a couple of days per week."
0,2,"Health Monitor, GPS",2,1,"Men,Women","I like the new ticwatch E3.  The health features are an upgrade from my current amazfit watch and being able to make calls and download music to the watch to take on runs is awesome.  The display looks great and I use my own photos as background and get a number of comments.  My only wish would be to have a longer battery life.  The battery is better than alot of smartwatches, but my amazfit can go for a month without recharging.  You get alot more features with this watch, but it is nice not having to worry about having a charger if I go away for the weekend.  Other than that it is an excellent smartwatch for anyone who wants lots of features and ways to track your workouts",130,Yes,"Battery Life: The battery is better than alot of smartwatches, but my amazfit can go for a month without recharging.",The battery life should be better than many other smartwatches. It is acceptable if the battery life is shorter than a month without recharging.
2,1,Includes_lifetime_map_updates,2,0,,"I purchased the garmin 2450 LM  5- inch...and Im very impressed...Its very user friendly, and easy to use..It was mailed in a prompt and timely manner, and was easily installed.<br />  I like the bigger screen for viewing while driving, and the speed limit and  speed camera at intersection warnings....<br />Also I like the fact that when you make a mistake the voice no longer says ""recalculating"" ---hated that ...lol<br />  I am still learning to fine tune my navigational options..but love my new equipment and recommend it highly....<br />I did not need the blue tooth option and it saved me money to buy one without that option...also like the lifetime map updates so I don't have to deal with it...",121,Yes,Screen Size: bigger screen for viewing while driving,The customer needs a screen that is easy to view while driving.
1,1,"E-mail/Text Messaging/Call/SNS Notification, Calendar, Reminders, Reject calls Function, Sedentary Alert, 1.4 Inch Display, Built-in Dials, Customized Watch Face, Activity Tracker, Sleep Monitor, Heart Rate Monitor, Pedometer, SpO2, Calorie Tracker, Multisport Tracker, Fitness Tracker, Distance Tracker, Time Display, Timer, Stopwatch, Music Control, Alarm Clock, Find Your Phone, Brightness Settings, 8 Sport Modes, Raise to wake, IP68 WaterproofE-mail/Text Messaging/Call/SNS Notification, Calendar, Reminders, Reject calls Function, Sedentary Alert, 1.4 Inch Display, Built-in Dials, Customized Watch Face, Activity Tracker, Sleep Monitor, Heart Rate…   See more",2,0,"Men,Women",A good watch for the price. I like the different faces to choose and the look. Only disappointment which I didn't notice when I ordered is it doesn't have the indoor walking or weight lifting activity option. The battery seems to drain a little faster than the previous watch I owned. All in all a good product for the price.,60,Yes,Battery Life: battery seems to drain a little faster than the previous watch,The battery life is acceptable even if it drains a little faster than the previous watch.
1,1,"Touchscreen, Call Receive/Dial, Waterproof, Pedometer, Heart Rate Monitor",2,1,Men,"This watch has a good battery life; I have been using it since Monday 07/25/22 and the battery is at 70% Thursday 07/28/22. That is cool. This is my first smartwatch, I love the mechanical ones: gears and a little piece of quartz equals magic.<br />It has quite a few features: it measures your heart rate, blood pressure, oxygen levels and sleep time! There are a few inconsistencies, sadly. My heart could be racing and then I go check how fast it’s beating and to my surprise it says 80 = normal heart rate. That is messed up. Also the accelerometer or the gyrocompass can be too slow or too fast on response time. When I’m resting on my bed just by lifting my forth arm a little bit, it will wake. I think the battery would last longer if it didn’t do that almost all the time I move my arm; the battery would last longer, I think. Before I forget there are lots of watch faces in the app. By the way the majority of the thing that you need to fully set up the watch are done in the app itself. There is a “watch faces store” and I think the developers were thinking about selling them but they are all free.<br />I don’t know how the top smartwatch companies operate, since this is my first exposure to the smartwatch trends. But I do like this one. I have no idea what is best. It says that it is waterproof but there aren’t  any measurements of how deep it can go so it is safe to assume that it’s only splash resistant. I will update if anything happens in the long run.",285,Yes,Battery Life: good battery life; using since Monday 07/25/22 and battery at 70% Thursday 07/28/22; battery would last longer if it didn’t wake almost all the time I move my arm,The customer needs a smart watch with good battery life that lasts for several days on a single charge. The customer finds it acceptable if the battery drains more quickly when the watch frequently wakes due to arm movement.
2,1,"1)Fashionable Full Touch Screen Design with classic screen and HD glass screen (color on-screen display) 2)Adjustable grade silicone strap is healthy, environmentally friendly, and very comfortable to wear. 3)Excellent hiking watches / outdoor watch 4）All-day activity tracker. (Distance / steps / calories) 5）fitness tracker (breathing training / blood pressure / heart rate / sleep monitoring)1)Fashionable Full Touch Screen Design with classic screen and HD glass screen (color on-screen display) 2)Adjustable grade silicone strap is healthy, environmentally friendly, and very comfortable to wear. 3)Excellent hiking w…  See more",2,1,Men,"The smart watch works great for me and was described exactly by the seller. It looks cool on my wrist with tactical look. I mostly used it for my running. I also used to keep track of my step for the days. It also have some cool features like monitor blood pressure, and heart rate. The app is expected for the amount of money. The battery life is amazing. I charged once every week and still have like 20% left. Overall I am glad I purchase this watch.",88,Yes,"Battery Life: battery life is amazing, charged once every week and still have like 20% left",The customer needs a smart watch with a long-lasting battery that can go a full week on a single charge and still have reserve power remaining.
1,1,"Activity Tracker, Alarm Clock, Pedometer, Phone Call, Music Player",2,0,"Women, Men, College students, Ladies, parents","Bought this for my daughter for Christmas and she loves it. She wears it everyday. Easy to use. Lots of kids friendly apps. Monitors BPM, Steps, and sleep patterns. Long battery life. Lightweight and easy to connect to devices.",39,Yes,Battery Life: Long battery life,The customer needs a smart watch with long battery life.
2,2,"Sleep Monitor, Multisport Tracker, Activity Tracker, Heart Rate Monitor, Activity Tracker Alarm Clock Breath Monitor Calorie Tracker Contactless Payments Custom Activity Tracking Cycle Tracking Daily Workout Memory Distance Tracker Elevation Tracker EmailSleep Monitor, Multisport Tracker, Activity Tracker, Heart Rate Monitor, Activity Tracker Alarm Clock Breath Monitor Calorie Tracker Contactless Payments Custom Activity Tracking Cycle Tracking Daily Workout Memory Distance Tra…  See more",2,1,"Men,Women","Watch looks expensive, stylish and slick. Answering the call from the watch is a breeze and the call quality is good. Battery life is very good and it lasts a long time for me. Watch strap could have been better, mainly the fastner rings. We can change faces and setting with FitCloudPro app, no issues with the app. I really like the fitness apps and reminders for drinking water.",69,Yes,Battery Life: Battery life is very good and it lasts a long time for me.,The customer needs a smart watch with a battery that lasts a long time.
